Height;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
555;36781500;35655200;35250500;35372700;35348900;40915300;36662100;35764300;37589800;36951100;36331600;38927300;36697500;40398900;36821800;36479300;35424400;35701000;43319000;37450100;36067200;36377800;35412300;38449600;36787600;35586600;35605400;42137200;37491400;36326300;35640600;37955500;40834700;37656900;35736000;36177100;36290000;35390200;35361500;35526500;35563300;37133400;37392300;36627500;36969100;47898600;36600000;35681600;37220100;35402200
553;36124800;35584900;35262800;35344800;35217000;37350700;36981300;36433400;39442500;40382800;38345100;36867500;35602000;35430700;35415900;35301100;36039000;35397500;35453000;35468200;41028100;36871700;40168800;36843900;35917400;35601300;35398900;35633700;36489100;35786400;35519900;35508900;35267100;35441600;37470200;38881500;37233700;36313800;35694600;35486700;35836300;36750700;35945700;35754100;36516400;35503300;35300900;35750300;36354200;42139100
551;36207100;35468100;36372000;35642600;35545600;36281400;35067300;35613200;35570200;35083900;35446700;35274100;40372900;42802100;36271500;36461500;35539000;36049600;36537700;36093700;39291100;35907600;35416300;35414000;39214900;35523900;39839900;43927600;36460700;35485100;35106700;36597300;38547600;35432500;35472300;35233100;35108700;35166000;36651800;40686700;42395100;39528600;37229800;40695400;44514500;39141000;38007100;35970900;35321700;35227500
549;35179900;36688000;36664900;35691200;36023100;39735500;36139900;36506500;37277700;34999100;35523300;35210600;34966900;34755000;34753300;38538000;36793200;35137100;34945500;34843000;43767400;35850100;34996700;35062500;35466800;34532300;34898100;34774500;34760800;35005200;40215500;36512100;35466400;34760400;42048400;37569600;35702800;34819600;34939200;34854100;35291300;35018700;34831700;43113000;40395800;34878800;35253400;34289300;36650700;36900000
547;39865200;36172300;34203100;34196700;34482400;34403500;40725500;35145400;34408900;35651900;34995100;34957900;37547400;36772600;35182800;34622700;34424000;34624100;34262900;34136300;44899600;38388500;34654800;34419000;41393300;36703100;35212900;42207300;35586500;35822800;34338400;34978700;34686200;37240500;36283800;34953200;34210200;85190800;34366200;35642300;41622400;36597000;35549000;34216200;34301300;34158900;44115700;36250400;34320600;34050900
545;35953200;34776600;34478400;35922600;44106400;35747100;34594600;34230100;34121700;39740000;35949100;34868500;34087100;34240900;34184900;34170900;35964100;34907300;34392500;38565100;35577400;34855400;34325800;40499700;38055600;34833100;34207800;34324000;34633300;36508600;39134400;37954400;35650900;34548000;45804500;35226800;34689000;38520100;35533200;35082200;34690200;34382600;35179000;34508200;36149400;34580000;34271700;34464600;36943700;35775300
543;27271500;23352700;27138200;23593400;22743100;23923300;22848600;22408900;23063200;21964900;21972400;21305100;21152900;21033200;21375700;21264400;21183900;21054200;21122900;20933400;24676800;22054300;23628700;22463900;21786800;21438800;21133700;21051900;21157600;21177500;21059800;21008100;20954700;20975700;21639700;21460500;21886000;21266000;21110400;21126200;21442200;21403000;21152200;21156000;24495900;22282500;22296800;21818400;21524200;21229600
541;34583900;34139500;33862500;33801700;34195900;34092500;34129500;34124300;33966200;33953800;34073800;40583400;35137500;34163400;33850500;34236400;33885600;34178400;34367800;35163600;34673100;34862900;34477900;35980600;34290700;41914100;43193900;35125300;34506500;34116400;34093200;34068100;34568400;35027900;34116200;34334800;33861900;33863900;34233000;42288300;36503400;35303200;34801400;35706900;34435400;34186300;34183100;36412600;34922100;33936900
539;34323200;33539200;34516700;40410300;36313900;36175300;35091400;34181100;33765800;33577600;34342500;36926000;33813800;35706600;33850600;33355000;33639700;38962900;34800600;33741900;35884200;35020900;34070900;33496300;33944000;34040100;34877800;33489700;33575700;33611500;33509600;40014600;34751700;33871100;33452300;33564600;37468800;36098900;34687200;34900200;33698400;33523600;33641500;34293300;34396400;34046000;47445200;34815800;33885700;33723000
537;39153500;34041100;33731800;33293900;34856700;33534400;33313900;33831400;33536300;42046500;34024100;33198100;32803800;33177200;33662800;37062400;34216900;33424900;34111300;33989400;33094800;33122700;33086400;35864500;34671500;33285900;33136200;32911200;32805800;32927600;35027600;34482600;33933300;33778100;33193800;32817500;32989400;32921400;37817200;37921600;33860200;33292400;32927700;32945200;33297000;33030200;36570700;34222700;33501300;32874800
535;33625700;33321100;37792400;34941100;33834100;33238300;33217000;33193400;33139300;33197400;33816300;37770800;34979700;34456600;33316100;34968800;36453200;36181600;34405400;35762900;33373200;33513800;33736400;33322500;34382800;36258000;37568200;34620900;34165400;33974000;33785900;39117000;35963200;34047200;33340000;33279400;33907000;33495300;33128000;33626700;34001000;36985500;36326800;34785500;34566600;41171200;39162200;34211600;33140300;33220700
533;33671600;33303700;33541000;37032800;33452800;33112500;41379600;34237800;33730700;37313700;34237400;36054000;33552300;33242200;33489200;33186200;33683000;34186200;33472100;33318200;33106000;37636200;35481200;41939700;36575600;37868900;40268300;34684600;33845600;34930100;34825800;34219400;33275700;33679900;33352800;33316100;44315900;38671900;34610600;33420700;33943700;32917400;33544000;33488600;33054700;33386200;33055800;34023800;33715500;33275900
531;35151700;41082900;31671300;31120000;30783700;30724200;30284500;30207000;30314800;30240400;35368100;30846000;31003500;30179100;32335500;32545200;30810300;42091600;32340600;31441100;30394900;30093200;30099600;30191800;30330800;30750500;30471500;31076000;30615700;30265400;30615500;30227100;30245300;42501900;34620900;31507000;31203400;31418400;30882400;30410600;32034900;31128500;30590800;31382400;30536900;30753800;30970400;31357500;38922800;31134600
529;27948800;26196700;25500500;25208100;25162400;25203200;25141800;25291500;25903800;25261800;26415600;25244900;25218500;25350700;25430600;26792900;33538100;27978100;26626800;31523800;27659300;26364200;27064500;25312900;25596900;25309700;25121100;25460300;27270200;25278100;25503500;26246100;26052200;25486200;32501200;27318900;26062300;25757000;57357400;29748800;28618500;29990700;31593800;32331200;31399200;29527400;33159400;30529600;28672100;29622500
527;40521000;45260700;40460900;41990900;40068900;38099200;37999200;38297900;40173100;35549100;34468300;33371000;38117600;33898800;32200000;31752200;31926500;33883400;34698200;33554400;34207800;32180700;31967300;32174200;32257200;31870600;31918700;36958500;35857900;32656000;31854200;31676600;32408900;33724100;34279600;34022100;34654500;32641600;33851700;32298400;32039300;32452200;36510800;37654400;32611700;32058400;32600500;31935700;31805100;34539000
525;33590300;32330700;33129400;32392700;32152400;32020000;38775800;41621100;35159700;35653900;37940600;38611100;38450500;45946800;36238900;41010800;34361300;32994100;34504200;34860900;35768000;33394200;32645900;32000700;31945600;31803500;31839900;32476500;32580600;39150100;34274300;33561700;32467200;32119200;36224500;33545600;32846400;32051200;31820700;32006200;32036000;31853200;31957400;32363000;31900300;37960300;33270800;32319300;31988400;34236200
523;32651700;31410200;31493700;31556000;31594300;31499000;34034400;32327800;33273100;31785000;41022600;33101200;32037800;36143800;37757900;32881200;31662300;31873900;31461000;31789000;31755300;33093400;32024900;32205900;31895300;31565300;38128400;32684900;31869700;41376800;32696400;32624500;31743300;33168900;32131700;32689000;31822900;32007400;32730700;32040800;32147400;32298400;35561900;32743700;37582100;36965500;32853200;32183700;31835600;31580300
521;33290700;31309700;31407300;31296300;31237200;31257800;31287200;33986900;33719200;33208600;32196100;31407100;31257400;31510100;31497300;31262100;31280200;31504500;31985100;31396400;31201400;32242700;32219800;31634500;38629300;32764100;31740900;31092800;31289800;31344200;31192700;32862800;35333300;32690800;31467200;31371400;31827800;32275700;31604200;32422500;41231100;33609000;31926400;31449800;31214300;31739600;31378400;31339600;31440300;32754900
519;23436100;22407200;22192400;22182700;22484700;23173300;28173200;23827700;25469600;23095400;22882400;22909800;22823000;22178700;22272500;22063100;22204800;22201400;22082200;23330000;22482200;22668600;22713800;22695900;22332600;22138900;22533400;25840500;24106500;22937700;22323000;26184200;23044700;22750600;22399700;22206400;22296400;22159000;22081400;22159200;22180400;22441200;22298500;22175300;22148900;22215300;22217600;22441700;22185800;27197800
517;32069900;31604000;33732800;31767800;31222800;30679600;30662200;30680900;30719800;30735500;30660000;30819400;30530300;30467700;33859800;31995200;31491400;30964600;30446300;34063100;31930500;31808200;31364000;30828500;31799000;31133000;30630100;31070700;31217000;30898100;36090000;33602700;32092300;31404400;31123900;31411100;37719100;32231500;31520900;31360600;30738500;31352300;31707100;31106300;31114800;30904200;36462700;32101000;31586900;31452600
515;25451400;27768400;26406500;25961800;26247300;25248000;25625800;24775600;24731500;24690900;25517400;24843100;25025000;30366300;33241100;25431200;24934900;24885600;24762700;24870300;24922600;27993500;27773600;25985300;26347000;25678400;25077500;24959800;24833700;25484300;25167700;25033300;30252300;25994400;26330500;27186700;25024100;25246800;25083000;25199700;24825200;24870400;27183000;26093900;26198700;25632600;25056400;24929500;25111500;24870100
513;32252000;27737200;25446700;24955300;24866400;26828400;27053100;25652900;25332600;26894900;25921100;26001300;25866700;25651000;25201500;25344200;25026400;24818200;24726700;24571300;30039200;25920500;25294200;24943300;24927900;25408500;25139000;24845700;24711500;24838700;25259100;25109700;30968100;25879700;25480000;25016800;24692400;25409000;26174200;31805000;25817800;25454500;25216400;24638400;24709600;24826600;25249000;24941500;24790100;24795600
511;30470200;37725100;31802300;30710300;29886600;32057100;33008600;32664800;30595400;29884200;29832400;30047600;29935400;29817400;29843400;30045400;30188400;30199900;32308000;31535600;30865100;30375800;38371600;32784300;36421500;30071600;29996100;30599000;30180600;30401100;30236900;30552800;30251300;30520000;30116400;38250100;31491300;32992900;32363800;30995700;30762800;30588600;30323500;30084800;30021600;29992700;29999700;30285400;31034500;30620100
509;30733400;34447900;33630500;33246500;32151600;31216400;30918200;29978200;29995000;30025700;31247100;30474700;30478500;30189200;29967600;30556900;30218500;30048700;33064200;33317400;31186100;30380800;29882700;29957800;29796000;29913900;30273600;30038600;29969700;30380200;30590300;30264000;30210800;30417000;30181500;30715800;36568700;31139700;30459100;30178400;30242800;29812700;29985600;30060800;29965500;30306300;30010600;32256900;30139100;30378800
507;30439400;34255200;31442400;30429600;29981300;29683900;29832800;29642400;29673700;29728200;29762400;29900000;30426900;29933900;29954700;29828100;31343700;36669200;33793800;35772000;31384000;30594000;29891700;31517500;30176700;32710400;31023000;30485200;30173600;30330300;30266700;29840200;29714400;37617400;31265600;32327300;32134500;30733800;30178300;29758600;29794300;29861800;29963100;29749700;30515800;30001800;30113000;30747600;30471600;36253200
505;29667400;36664400;32069100;30016200;29297500;29172600;29443700;31318700;29386100;28956100;29003100;29104000;28972300;29033800;28937000;33609300;29888800;29495800;29543000;31172000;30329600;29927000;29349300;29233400;29155000;29061900;29452600;29466900;29314100;29155200;29063600;31593700;30559900;30010000;29388600;29248000;29179700;31619000;30346200;29958300;29762400;30558900;29616100;30655900;29285700;29312500;30695300;30983500;33844600;30863800
503;29908600;29163800;29025300;29451200;35118000;34095000;32620900;30102600;30116800;29393800;29449800;29230000;29149100;29449900;37493700;30585600;29692700;30483100;31317300;29525900;29263200;33589500;30586500;30050800;29197000;29370800;29241700;29050000;29269500;32728300;36076200;29778900;29188900;29172200;29105000;29219000;29078400;29106600;29104400;33390700;30400900;30146800;29360200;29249800;29259700;29340300;32136000;31429800;31679800;30389100
501;29588900;28809600;28727500;28750500;29355800;31971400;30368400;29727100;29423200;29027800;29225000;29119800;32522600;30202400;29609900;29318700;28851000;28839500;28754900;28755100;28827600;30728100;30117000;31654700;30608900;29854800;29364200;29035300;28773900;34669200;30585600;29516500;29044400;28789200;29584000;29051100;28817800;30749000;30828300;30677900;29426900;38480600;30472200;29613200;29058900;36357100;30446600;29672600;29378500;28926000
499;21198900;20682300;20559500;20441000;20477000;20536600;20458200;20526600;20497100;20813100;24103800;21900200;21382600;21041800;21015900;22274700;25868000;22190700;20854800;20729900;20845700;20327500;20295100;20332000;20307800;20380100;20516300;21566300;20638300;21709800;21416900;20908900;20512600;21597600;20527700;20371000;23721600;21465600;21007900;22587800;21599700;21141200;20943200;21005500;20506100;20384300;20431000;20376600;20342100;20375600
497;29016400;28482600;28459700;28466200;28581200;28425200;31000100;30083100;32192200;31552500;29678500;29040800;28633500;28555900;28509700;28521900;28433400;28439200;28488600;28297000;28524100;28450400;28443400;28634500;28625800;33261700;30367200;29248400;28834400;28586100;28539300;28446500;28378300;29582700;28797000;28390400;28278900;28364500;29266600;28835300;28620400;30428300;30608100;36010700;31861900;28946400;28750000;28416900;29385900;28471900
495;27491900;27104300;26950900;26997900;27168800;26942000;26798300;26830400;26764700;30271500;28969800;36095200;28337100;27380000;26665400;26677800;27612700;26900000;27216700;27197000;26834300;26681600;27903800;27028100;26657500;26765900;26810900;35167900;31272800;27574300;27280100;26781600;26935700;27541900;26995600;27780500;27281900;31106000;28896000;27159800;27071700;27317100;29267000;29806700;27710800;33105200;27894500;27982000;27735800;29750200
493;24071800;23108400;23047100;23130100;22972200;23142000;23295500;23090300;24260000;23244500;23292000;23220900;23162000;29097500;28217500;24415000;23899600;23751200;26358300;29473400;23961000;23742200;23372400;24900100;23842400;23547300;24298000;23222000;23021800;23160100;23231100;23315300;23757100;26880700;25394500;23953800;24119600;23514500;23221300;23224900;25546200;24833800;23932700;23566200;23850200;23181200;22910900;22992800;23124100;23638200
491;28629900;28084300;27796900;34128500;28724000;28213100;27727200;28292500;27805900;31272400;29863100;27774300;27813200;28651600;27545400;27697000;27694200;27596600;27609200;27624800;30665400;28879900;28366100;27983100;27572300;27573400;27551000;27459200;31563700;28557800;27870800;27739800;27455500;27489900;27710000;27772200;27681200;29627300;29746100;33397300;27536500;27568900;27611700;27525800;27775800;27713300;31544900;29546200;28394200;27808000
489;29048800;27941200;27763500;27730600;31942000;28800700;28379700;28316800;27875200;28015600;27861700;27661500;27724000;27604500;32092500;28800400;28234400;28010800;27657700;27672500;27699100;27661800;32138500;30040800;28853300;28378300;27976300;27952300;27813300;34091500;28685100;28654100;31983600;29037000;28754300;28381200;29072200;27844900;27607800;36445900;28807700;28457700;27683900;27721800;27600700;27661500;27710400;27654600;27542700;27657100
487;31090100;28636900;29216800;27489200;27258900;30699700;28533600;28641200;27746300;27862000;27538400;27440800;27313000;27305700;27244200;27208300;27298000;27330400;29126600;28585300;28374300;27780200;27334300;32310700;28404800;28039200;27435100;27091700;27220600;27209500;27163400;27251900;27191000;27292900;27303400;27363200;27355300;27697200;32920100;28604300;27774200;34733500;32283100;28735700;27443400;27535200;29256200;28274100;27292700;28626300
485;29029800;27878900;27596300;27285100;27321000;30616600;28724000;32383100;29260600;29044900;28037400;27300100;27172800;27147400;27320400;27409000;27399100;27377300;27304600;27175000;28133000;28768800;27774900;27295600;28619300;28382400;37812000;29097000;28424800;27825700;27395100;27274900;27330500;27643600;27962400;27703500;27310500;27377300;27194100;27241300;27149500;27166500;30866500;28408200;28242800;27656000;27248100;27152100;27277800;27207700
483;27005600;26262600;26288100;26233600;26211000;26284800;26478500;26172000;26245900;26412800;30815000;27685500;27209600;26890700;26375900;26239300;26224700;26295600;26224800;26411000;26434700;26761100;26665100;26336700;26638100;26309900;26138400;26196900;28161700;32777100;30462500;28559700;27123100;26674500;26728400;26607300;27031200;26626900;26356800;26410000;26273400;26704200;26424300;26900500;26963800;26390700;26338900;30047200;31743600;27232000
481;28270500;27475500;29043300;26974700;26990800;26725400;27544200;26814500;27194100;26885800;26848500;26782000;26605800;26677000;31635900;28660500;26609300;26679300;33827000;28740000;27534700;27145200;26626100;26455900;26750000;26835200;26603100;26681800;27039600;26644900;26519200;26641800;35165300;34729300;27746100;27607100;28452600;28265100;27789000;27434100;26763400;26681800;26855000;26848500;26620400;26545600;26621600;26640400;26576400;26938400
479;25191800;24506300;24284500;24189100;24226700;25882400;25444500;25067600;24725500;24353200;24284000;24140900;24706400;24327600;24385600;24831700;24602500;24284900;24397500;29462600;25466800;25225900;24588500;24759400;24624600;24323800;26657100;26111700;25074900;27681000;26276400;25338000;24734900;24381200;24357700;24173300;24260600;24515200;27462800;26146100;25216600;24995400;24886900;24740600;24939000;24466100;24419000;24413800;32333900;25179700
477;27077100;26435600;26085400;26529100;26210500;26289200;28810600;27912400;31183000;27182600;26284500;26350200;26503100;26365800;26486300;27199900;28830200;27990600;26973800;26670700;27010100;26305000;26172000;26310900;26275100;34203800;27152600;27500500;26708400;26270500;53310700;26345400;26103300;26283100;28410400;28957300;27503200;26738100;26307800;26493100;26212500;26045500;33618000;27736300;37804500;27923700;27469100;28203000;31622200;30931600
475;27553800;26563800;29983300;26738300;26317500;25879500;25635800;25773000;27615400;27183800;26550300;26418300;26094500;25909200;26345700;25965300;26649800;26280100;26004700;26146600;26443100;25964800;31615300;27539600;26805900;26170500;25872400;31832600;27284900;26651300;26376900;25960900;26024800;25962400;25862200;27299400;26081200;26487400;25988000;26048800;25851700;27604400;27062100;26798100;25979800;26159300;30352100;26755000;26987800;26309200
473;23135300;22015800;21882800;21828200;21840200;21831100;22028300;21955600;21855600;21856500;22178200;21861900;24760700;22844800;22643000;22173000;26135800;24691600;22703700;21913200;21965200;21829600;22114600;22369400;22673500;22074800;22689300;23149300;23012200;22198300;22232500;22126300;22050400;21899800;22268200;22409600;25755700;22763200;26187200;22622400;22488600;22159700;22714300;22164600;22053300;22086200;22257100;22289000;21981600;21924300
471;21658500;21181400;21078600;21198000;20889900;21002900;21709400;21166900;24111400;22153400;23592600;23276100;22474300;21314100;21069700;21016200;21079800;27147000;21911100;21603800;22126900;21818300;24179200;22122300;21801700;21651900;21399300;21088300;20947500;20988600;21575900;21309100;28470300;22114100;21701300;21323500;21207000;21051800;21034200;21261700;21128300;21156200;21043400;20983800;20998100;21837100;21306700;21231300;21092400;21173600
469;26059700;25349100;25230900;31366400;29060400;26253800;25882000;25443200;25227200;25449100;26947600;25442600;25468600;25217600;25316000;25541900;25545700;25761600;25265400;25179500;25231100;25269100;27180600;27101700;26058500;27762800;26157100;26010200;25588100;25653300;25474200;25398400;25381900;25285200;25346500;25488000;25299900;25295800;25419600;25924700;25629200;25434400;31696000;30697600;27972800;28779100;26341400;26205400;26282400;25322600
467;17281800;16946900;16794300;16828400;16722500;16791500;16707100;16731500;16816300;16899400;16757000;16970200;16852000;16780700;19694400;17724900;17441100;17493800;17190400;17272000;16977800;19004800;18727100;17599700;17673500;17463800;17117000;16942900;16730500;16710500;16744600;16818200;16877200;16847600;16730500;16817100;16862800;16802300;16719400;17198900;16930000;16851100;16930000;16832800;21261900;23324600;18043400;19375600;19860300;17515400
465;32743600;26400800;25864400;25241300;25064400;25235400;25191900;25133300;24900400;25391600;24911300;24985500;25011300;27198100;26364400;26004500;25592700;25280800;25017300;24975200;27001800;26314000;25791800;25419500;25089000;25004700;25015500;24908600;24913000;24911600;25172600;25101800;25046100;29728400;26756100;25717900;25177100;25021800;24907000;24969100;25167300;28912200;25999500;25796100;26036800;25079000;25093300;25074600;24902200;24994600
463;22256600;25037300;22901600;22685500;22484800;22440000;21939800;21885300;21779700;21948600;22009100;22063500;24059000;23002500;23439300;22598600;22107100;21824000;21853800;21944100;22103000;22092900;21952300;21953600;31839200;25521500;22538600;22245500;21998200;21751300;21781000;22506800;22390200;22268700;21782000;26524400;23081600;22666400;23128800;22425600;22054500;21974400;21928900;22355500;21979900;24533900;23303700;22794700;22562600;22280600
461;22975100;22011100;22024900;22083400;22011900;22763600;22146500;25161500;25250800;23065700;22714100;22873300;22517100;22910600;22253400;22070600;25731000;23228700;25516500;23072300;22856500;22678000;22345200;22202200;22122300;22226100;22298500;22173400;24062900;22587000;25055100;22999800;22861000;22669000;22180500;22212600;22183600;22284700;25660800;22990900;22793100;22307400;22224600;22110900;21981900;22091000;22466100;22322600;22106300;22007400
459;24721000;24001000;25696500;25195900;24994700;24773700;24419900;24278500;27179000;25111800;24916100;24419900;24053600;24126900;24070800;24070200;24120300;24065600;23975800;23934300;26835200;24221700;24050100;24708600;27763000;25262800;24340700;24187500;27462000;26289300;25001400;24803700;25479400;24341800;24446000;24187600;24176000;24163900;24045100;24216200;24406100;24098800;24150000;23960300;24007300;28044100;27296900;25291600;29582700;26837600
457;24735300;24079600;23910600;24028700;23979700;24042000;24004500;23886600;24190400;25127000;24279200;24068000;24079500;24099000;24007100;32004700;25600600;29645400;25140900;25033700;25000900;24629100;24174500;24212000;24354800;24204800;24101300;24029000;23952800;24219100;24200800;24118100;24050900;24038500;24131100;24674300;24345000;29836200;25129900;28296200;25123800;24910200;24401900;24257700;24065100;24297700;24087100;24144200;24049900;24583800
455;21675900;21084900;20947800;20954000;20956500;21023500;21038300;25634100;21933000;21798000;21351400;21142500;20961000;20875500;20932400;20861400;20894600;20906400;20822800;20839700;20794000;20898200;20883300;20989600;20967700;20955300;20810600;21052100;21458100;21931700;21250100;29175600;23405800;22029300;21836400;21842300;21193300;20913800;21659600;21357800;21002600;21081300;20987400;21006900;24145700;22307100;22143400;21653400;21791200;20966800
453;18339100;17974700;21054900;20100700;18850900;18726200;23631600;19287000;18923500;18363900;18268300;18078600;18096100;18094200;18106700;18018900;18069100;18135400;18159300;17997800;18017600;17920500;18035100;17882200;17990000;18725300;18287000;18719100;18535400;21955800;22385500;18920300;18536600;18441000;21886500;18786300;19130800;18491900;18251800;18014700;18135800;18004200;17989800;18267100;18472300;18312400;18218900;18242400;19146600;18124000
451;12562700;12361600;12272700;12209500;12181700;12177400;14685400;13838300;13046700;12949400;12695900;12582000;12621200;12519400;12322800;12309000;14163900;13312600;12736100;12796000;12683900;12600500;12595000;12475500;12408300;12610900;12308200;12357300;12233600;12165300;12187500;12264000;12205400;12340500;12207500;12280000;12225600;12186700;12169100;12132400;12168300;12321400;12320800;12426600;12470400;12414300;15555800;13111000;13171400;15048600
449;24664400;23682100;23698600;27610700;24714300;23961800;23485900;23153900;23467800;23601900;23626900;23332900;23144400;23168500;23210100;23306100;23097600;25843600;24233000;24447800;23386300;23219900;23075100;23177500;23407900;28905000;24328600;23789700;24980500;23524700;23217500;23164700;23171100;23092300;22950600;23180700;23873400;23346800;26602800;24166600;23838400;23609900;23384500;23247700;23287300;23175800;23173200;25033200;24136200;23967300
447;23630400;23636600;23252800;23319500;23071700;22989300;23064400;23199400;31631300;24446700;23760900;23360500;23332800;23201700;23184400;22986400;23147000;23053200;26171800;23867200;23751700;23448900;23321700;23132900;23054800;23142000;23069100;23406800;23269500;27581200;25633900;23731000;23227700;23183400;23378400;23062500;23404500;23087700;23072300;25262800;23261800;28834500;25505200;24248200;23493700;23147500;23090800;23335900;23304900;24929700
445;23746600;23233400;22896500;22862000;22916600;22899400;22992600;23385700;22913200;22695700;23642300;23003800;29176400;23562000;23120400;22947500;22716600;22776700;24610600;22798700;30896500;23863600;23270600;23158900;22983300;22760400;23186600;22781400;22903600;22809800;22715100;22697100;23009400;26110700;26478300;24559100;24285000;23426200;22965800;22918900;23093000;30098500;23496900;23424500;22867500;30592100;24252800;24128000;23953100;25400200
443;25400700;23969000;24509700;23866600;27374700;23224600;23119300;22894000;24215300;26609600;23972100;24012000;22681500;22722800;23045300;22439700;23738600;25613900;23760400;23825500;25655400;26365700;23472000;23229300;24325600;23311400;24424400;22576900;22192100;21904600;23624000;22310100;22100700;21755700;21475400;21479300;21584300;21310300;21466300;21287400;21255800;21479400;21386100;21439100;21481300;21310000;21447900;21239600;21378200;21303400
441;17041000;16866200;16836600;19508400;17067200;18945300;16545800;16149500;16125200;16189000;16196400;16124000;16110500;16227000;16372900;16262600;16258500;16183700;16776300;16338700;16384700;16384200;16218600;16572500;16359900;16174400;16510200;16339100;16337500;16346400;18258700;17158300;18338800;17268000;16700000;16572200;16570800;16364200;16412100;16323400;17946300;16361900;16415400;17495900;17493400;16983100;17412500;17178600;17310600;17458300
439;23751600;25046000;23839700;23626700;23514300;23627300;23240100;23847900;24452900;23200700;23264100;22498900;22036500;21847300;21987200;27587300;23452500;22794600;22398400;22160900;21895300;22124500;22108700;22113000;22265400;22337800;22164400;22196400;22079700;25078700;23365100;23091000;22806200;22648600;22516600;22105000;21973000;22240800;22033200;22380300;22100000;22063600;22019800;22103100;22015700;22107600;22377300;22185300;22128800;22131200
437;22430100;25098500;22610800;24961400;22400600;22390600;22110100;21847700;21838700;21910800;21986100;21956800;22004500;21996300;23495200;22947200;22916700;23063800;25904000;22252300;22055200;21960200;23670100;23406800;22655400;22472700;24459900;23453000;23442400;22643800;22077600;21994900;21998800;22627300;22239000;21996300;22167700;23280100;22365300;22113100;22394500;22355500;22263700;22133400;24289800;26698500;23010000;22562100;22084800;25149200
435;22843700;22022900;21733600;21687300;21655900;21572800;21847400;23566500;22674900;22409000;22087600;22666200;22055500;21781100;21884600;24949900;22537000;22477700;22165400;22657200;21830200;24775200;23056000;22487200;22183700;21881800;22364300;21852400;21690000;21784500;21767500;21733900;21640600;22223700;21930500;21843000;21773500;22363000;25911000;22971700;22486400;22434500;22118100;21871500;21657800;24879400;22567300;22280600;22002300;24155800
433;21120300;20807600;20688500;20823600;20732800;20955200;21487200;20793900;23418500;25211200;21820800;21569600;21150900;20853800;20915600;20810300;20788500;20737000;22832500;21828800;21829000;21441800;21213200;20881000;20831400;20770000;20975200;20826800;20812100;20904100;20896600;20990500;25145900;22661000;21643900;21342800;20882200;20635800;20720500;20804100;21126400;20811700;21001800;26115400;22832000;22575400;23905900;21116500;20887700;20699800
431;22173400;21364900;21507100;23600400;23246000;22598300;22161800;21866800;21669600;21671500;21539200;21505700;21388200;21433500;21996000;22656300;26420800;22608100;22384700;21951900;21512400;21468400;21398500;21369200;21326500;21509100;28479000;24730000;22166700;21652900;21384800;21276200;21285400;21349900;22487300;22047500;21620600;21552800;21595000;23422300;23151000;22417500;22047400;21620100;21587100;21475200;21611900;21636000;21519500;27410700
429;21879700;22065400;21615200;21253300;21332700;21221500;21257600;21236800;21118800;21201800;21123100;21263300;24515400;22050700;21863300;21529500;21405200;21344200;21169700;21230100;24930100;22279500;24799700;22842400;21967000;21827300;21490700;21258800;21182000;21208000;21201800;21230100;21521800;22685000;22224200;21105400;23930300;21882200;21779400;21424000;21353900;21533400;22047900;25055100;22117000;21741400;21548300;22337400;22566200;21486200
427;21284100;20859300;20937700;21136900;21047800;20731200;20901200;21467100;21216200;25748700;22142700;21789500;21294500;22154200;27144700;22056300;21721200;21784400;21230300;20970900;20867000;20833000;21384700;21126200;20912800;20851000;20906800;20945100;21072600;22604500;22873700;21951800;21610200;25934800;22111000;21616700;21638100;23059800;22238700;21558900;21391800;21085500;20905800;21120400;24081200;21002000;20826200;20717100;20837900;21994900
425;21995900;20790300;21180400;20800100;20723400;20654500;24040100;24321100;21674100;25133300;24740800;21658000;21369900;21120700;20695300;20691300;20968200;21182600;20880700;20820000;22510800;21245800;20980400;20762900;20849600;21017000;20874700;20898700;20838400;21403400;20962800;28706600;23379200;21880400;21456300;21382500;21404500;21115500;20903700;21470200;20999200;20937800;20845800;20763300;20754000;21169500;21230800;20813100;20851900;21519600
423;21862100;20751700;20704500;21616800;26826100;22998800;21293800;21149400;20879700;20549800;26946400;21464200;21245500;20958800;20550500;20581500;20570300;20778100;20630000;20722600;21279000;20719000;20620600;20636400;20615800;20614700;20605300;26868900;22797900;21657500;21403300;22015700;21287400;21040600;20753400;20821400;20634300;20555400;20899800;20828800;20721300;20553400;20839300;20584300;20616600;20786600;20718000;20796000;21115000;21096300
421;24586700;21318700;22999200;21395100;21208300;21716700;20909700;20646800;20857000;20626100;20462400;20359400;20566800;20453000;20647500;21010200;21359300;20752900;20797500;20617800;20499400;20327400;20463300;22706300;21798600;21142200;20937100;20427500;22983200;21139200;21121200;20917600;20549800;20429200;20485200;20548300;20399200;20365400;20404100;20479000;20247900;20520300;20415700;20226400;20340600;20262300;20456500;22618900;26210600;21150800
